id_cliente,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI000502,53,Desconocido,married,basic.4y,Desconocido,No,No
CLI000503,37,technician,married,professional.course,No,Sí,No
CLI000504,49,technician,married,professional.course,Desconocido,Sí,No
CLI000505,56,entrepreneur,married,Desconocido,Desconocido,Sí,No
CLI000506,60,retired,married,basic.4y,No,Sí,No
CLI000507,39,management,married,,No,Sí,Sí
CLI000508,29,admin.,single,high.school,No,Sí,No
CLI000509,50,management,divorced,high.school,Desconocido,No,No
CLI000510,57,admin.,married,university.degree,No,No,Sí
CLI000511,44,technician,married,professional.course,No,No,No
CLI000512,29,blue-collar,married,basic.9y,No,No,No
CLI000513,35,technician,married,university.degree,No,Sí,No
CLI000514,55,entrepreneur,married,professional.course,No,,No
CLI000515,45,technician,divorced,Desconocido,Desconocido,No,No
CLI000516,28,entrepreneur,married,university.degree,No,No,No
CLI000517,48,admin.,single,high.school,No,No,No
CLI000518,29,housemaid,single,high.school,No,Sí,No
CLI000519,41,admin.,single,university.degree,No,No,No
CLI000520,39,services,married,high.school,No,Sí,No
CLI000521,47,blue-collar,divorced,basic.4y,No,No,No
CLI000522,33,blue-collar,single,basic.9y,No,No,No
CLI000523,38,services,married,high.school,No,Sí,No
CLI000524,50,technician,married,high.school,No,Sí,No
CLI000525,34,blue-collar,married,basic.9y,No,No,No
CLI000526,29,admin.,divorced,basic.9y,No,Sí,No
CLI000527,30,admin.,married,university.degree,No,Sí,No
CLI000528,44,admin.,married,university.degree,No,Sí,Sí
CLI000529,52,management,married,university.degree,Desconocido,Sí,Sí
CLI000530,33,blue-collar,single,basic.4y,No,Sí,No
CLI000531,35,services,single,basic.9y,No,Sí,No
CLI000532,34,blue-collar,married,basic.9y,No,Sí,No
CLI000533,45,blue-collar,married,basic.9y,No,No,No
CLI000534,30,technician,single,university.degree,No,Sí,No
CLI000535,26,admin.,single,basic.9y,Desconocido,Sí,
CLI000536,48,blue-collar,married,basic.4y,No,No,No
CLI000537,34,services,married,university.degree,No,Sí,Sí
CLI000538,50,admin.,divorced,university.degree,No,Sí,No
CLI000539,46,blue-collar,married,basic.9y,No,Sí,No
CLI000540,29,admin.,single,university.degree,No,Sí,No
CLI000541,39,technician,married,professional.course,No,No,No
CLI000542,34,blue-collar,single,basic.6y,No,No,No
CLI000543,45,entrepreneur,married,Desconocido,No,No,No
CLI000544,34,admin.,married,basic.9y,No,No,No
CLI000545,47,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI000546,31,admin.,married,high.school,No,No,No
CLI000547,38,technician,single,professional.course,No,No,No
CLI000548,31,services,married,high.school,Desconocido,No,No
CLI000549,35,admin.,single,university.degree,No,No,No
CLI000550,27,entrepreneur,married,university.degree,No,No,Sí
CLI000551,30,services,single,high.school,No,No,No
CLI000552,60,retired,married,university.degree,Desconocido,Sí,Sí
CLI000553,48,admin.,married,university.degree,No,Sí,No
CLI000554,51,blue-collar,married,high.school,No,No,No
CLI000555,42,admin.,married,high.school,No,Sí,No
CLI000556,49,blue-collar,married,basic.4y,No,No,No
CLI000557,43,management,married,university.degree,No,Sí,No
CLI000558,32,blue-collar,single,basic.9y,No,Sí,No
CLI000559,35,admin.,single,high.school,No,Sí,No
CLI000560,43,admin.,married,university.degree,No,Sí,No
CLI000561,53,retired,married,basic.9y,Desconocido,No,No
CLI000562,57,management,married,basic.4y,Desconocido,No,Sí
CLI000563,49,blue-collar,married,basic.9y,No,Sí,No
CLI000564,34,technician,divorced,professional.course,No,No,No
CLI000565,62,technician,married,Desconocido,No,Sí,No
CLI000566,36,admin.,divorced,high.school,No,Sí,No
CLI000567,28,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI000568,41,unemployed,married,university.degree,Desconocido,No,No
CLI000569,41,technician,divorced,professional.course,No,No,No
CLI000570,25,blue-collar,married,high.school,No,No,Sí
CLI000571,49,technician,married,university.degree,No,Sí,Sí
CLI000572,32,services,married,high.school,No,Sí,No
CLI000573,47,blue-collar,single,Desconocido,Desconocido,Sí,No
CLI000574,34,blue-collar,single,high.school,No,No,No
CLI000575,30,entrepreneur,married,professional.course,No,No,No
CLI000576,30,services,married,high.school,No,Sí,No
CLI000577,28,admin.,single,university.degree,No,Sí,No
CLI000578,37,admin.,single,university.degree,No,No,No
CLI000579,55,technician,married,Desconocido,No,No,No
CLI000580,33,services,single,,Desconocido,Sí,No
CLI000581,54,technician,divorced,university.degree,No,Sí,No
CLI000582,28,services,married,high.school,No,Sí,No
CLI000583,35,blue-collar,married,basic.9y,No,Sí,No
CLI000584,31,blue-collar,single,high.school,No,Sí,No
CLI000585,33,management,married,university.degree,No,No,No
CLI000586,34,housemaid,single,university.degree,No,No,No
CLI000587,49,services,divorced,high.school,No,No,No
CLI000588,81,retired,divorced,basic.4y,No,Sí,No
CLI000589,40,technician,married,professional.course,Desconocido,No,No
CLI000590,51,blue-collar,married,basic.9y,No,No,No
CLI000591,34,admin.,married,high.school,Desconocido,No,No
CLI000592,40,self-employed,single,university.degree,No,Sí,No
CLI000593,64,management,married,high.school,No,Sí,No
CLI000594,27,admin.,single,university.degree,No,No,No
CLI000595,43,admin.,married,high.school,No,Sí,No
CLI000596,41,blue-collar,single,basic.9y,No,No,No
CLI000597,46,admin.,married,basic.9y,No,No,No
CLI000598,49,admin.,divorced,university.degree,No,Sí,No
CLI000599,26,housemaid,married,basic.4y,No,No,No
CLI000600,40,entrepreneur,divorced,university.degree,No,Sí,No
CLI000601,58,admin.,divorced,university.degree,No,No,No
CLI000602,26,services,married,high.school,No,Sí,Sí
CLI000603,30,admin.,single,high.school,No,Desconocido,Desconocido
CLI000604,41,blue-collar,single,high.school,No,Sí,No
CLI000605,26,blue-collar,single,high.school,No,No,No
CLI000606,33,self-employed,single,high.school,No,,No
CLI000607,37,management,divorced,university.degree,No,No,No
CLI000608,57,management,divorced,university.degree,Desconocido,No,No
CLI000609,40,blue-collar,married,basic.9y,Desconocido,No,No
CLI000610,37,admin.,married,high.school,No,No,Sí
CLI000611,34,admin.,single,university.degree,Desconocido,No,Sí
CLI000612,42,services,married,high.school,No,Sí,Sí
CLI000613,69,retired,married,high.school,No,No,No
CLI000614,49,housemaid,divorced,,No,Sí,No
CLI000615,49,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI000616,36,blue-collar,married,high.school,No,No,No
CLI000617,37,services,married,high.school,No,No,No
CLI000618,51,entrepreneur,married,basic.4y,Desconocido,No,No
CLI000619,42,admin.,married,university.degree,No,Sí,No
CLI000620,29,student,single,high.school,No,Sí,No
CLI000621,30,management,married,university.degree,No,No,No
CLI000622,33,technician,single,university.degree,No,No,No
CLI000623,50,self-employed,married,basic.4y,Desconocido,Sí,No
CLI000624,40,blue-collar,married,basic.6y,Desconocido,No,No
CLI000625,42,self-employed,married,Desconocido,No,Sí,No
CLI000626,56,housemaid,married,basic.9y,Desconocido,No,No
CLI000627,36,admin.,single,university.degree,No,Sí,Sí
CLI000628,35,technician,married,university.degree,No,Sí,No
CLI000629,28,student,single,high.school,No,Desconocido,Desconocido
CLI000630,31,admin.,married,university.degree,No,Sí,No
CLI000631,60,admin.,married,high.school,No,Sí,No
CLI000632,42,management,single,university.degree,No,No,No
CLI000633,53,entrepreneur,married,university.degree,Desconocido,Sí,No
CLI000634,41,blue-collar,single,basic.4y,No,Desconocido,Desconocido
CLI000635,38,admin.,married,basic.6y,No,Sí,No
CLI000636,38,technician,single,Desconocido,No,Sí,No
CLI000637,29,technician,single,professional.course,No,Sí,No
CLI000638,30,admin.,single,university.degree,No,Sí,No
CLI000639,33,blue-collar,married,professional.course,No,Sí,No
CLI000640,33,admin.,married,university.degree,No,Sí,No
CLI000641,40,self-employed,married,university.degree,No,No,No
CLI000642,24,student,single,professional.course,No,Sí,No
CLI000643,32,technician,single,professional.course,No,No,No
CLI000644,33,admin.,married,university.degree,No,No,
CLI000645,31,admin.,single,university.degree,No,No,No
CLI000646,39,admin.,married,university.degree,No,No,
CLI000647,32,technician,single,,No,Sí,No
CLI000648,41,blue-collar,married,basic.4y,Desconocido,No,Sí
CLI000649,38,services,married,high.school,No,No,No
CLI000650,24,technician,single,professional.course,No,Sí,No
CLI000651,36,blue-collar,married,basic.9y,No,No,No
CLI000652,57,entrepreneur,married,university.degree,No,Sí,No
CLI000653,27,admin.,single,high.school,Desconocido,No,No
CLI000654,28,student,married,university.degree,No,No,Sí
CLI000655,33,admin.,single,high.school,No,Sí,No
CLI000656,38,admin.,divorced,university.degree,No,Sí,
CLI000657,34,admin.,married,high.school,No,Sí,No
CLI000658,48,blue-collar,married,basic.4y,Desconocido,No,Sí
CLI000659,26,admin.,married,high.school,No,No,Sí
CLI000660,42,housemaid,married,high.school,Desconocido,Sí,No
CLI000661,33,admin.,single,university.degree,Desconocido,Desconocido,Desconocido
CLI000662,25,services,single,basic.9y,No,Sí,No
CLI000663,55,services,married,high.school,Desconocido,Sí,No
CLI000664,59,technician,married,basic.6y,Desconocido,No,No
CLI000665,37,services,single,high.school,No,No,No
CLI000666,59,admin.,married,basic.4y,Desconocido,Sí,No
CLI000667,29,management,married,university.degree,No,No,No
CLI000668,51,blue-collar,married,basic.9y,Desconocido,No,No
CLI000669,58,retired,married,high.school,Desconocido,No,No
CLI000670,24,technician,single,high.school,No,Sí,No
CLI000671,24,student,single,,No,Sí,Sí
CLI000672,33,admin.,single,university.degree,No,,No
CLI000673,40,management,divorced,university.degree,No,Sí,No
CLI000674,30,admin.,divorced,university.degree,No,No,No
CLI000675,32,admin.,single,university.degree,No,Sí,No
CLI000676,56,blue-collar,married,Desconocido,No,No,No
CLI000677,54,housemaid,married,basic.4y,Desconocido,,No
CLI000678,43,admin.,married,high.school,No,Sí,No
CLI000679,38,blue-collar,married,basic.4y,No,Sí,No
CLI000680,43,unemployed,married,university.degree,Desconocido,No,No
CLI000681,58,blue-collar,married,basic.9y,No,Sí,No
CLI000682,36,admin.,single,university.degree,Desconocido,Sí,Sí
CLI000683,29,management,single,university.degree,No,No,No
CLI000684,30,technician,married,university.degree,Desconocido,Sí,No
CLI000685,34,services,divorced,high.school,No,Sí,Sí
CLI000686,35,services,married,basic.9y,Desconocido,Sí,No
CLI000687,24,student,single,high.school,No,No,No
CLI000688,55,blue-collar,married,basic.4y,No,No,No
CLI000689,45,unemployed,married,basic.9y,No,No,No
CLI000690,31,services,single,professional.course,No,No,No
CLI000691,55,admin.,married,university.degree,Desconocido,No,Sí
CLI000692,51,blue-collar,married,basic.9y,No,Sí,No
CLI000693,45,blue-collar,married,basic.4y,Desconocido,,No
CLI000694,30,management,divorced,,No,Sí,No
CLI000695,33,technician,single,high.school,No,Desconocido,Desconocido
CLI000696,39,unemployed,married,,No,No,No
CLI000697,41,technician,divorced,professional.course,No,No,No
CLI000698,38,technician,married,professional.course,No,Sí,No
CLI000699,67,retired,married,university.degree,No,Sí,No
CLI000700,39,technician,married,high.school,No,No,No
CLI000701,50,technician,married,professional.course,No,No,No
CLI000702,39,technician,single,professional.course,Desconocido,No,No
CLI000703,42,blue-collar,married,basic.6y,No,Sí,No
CLI000704,34,management,married,university.degree,No,Sí,Sí
CLI000705,35,technician,married,professional.course,No,No,Sí
CLI000706,31,admin.,married,university.degree,No,No,No
CLI000707,44,blue-collar,single,basic.9y,No,Sí,No
CLI000708,23,blue-collar,married,basic.4y,No,No,No
CLI000709,42,blue-collar,married,basic.6y,Desconocido,No,Sí
CLI000710,50,services,single,,No,No,No
CLI000711,38,unemployed,married,basic.4y,Desconocido,No,No
CLI000712,32,technician,single,professional.course,No,No,No
CLI000713,58,retired,married,basic.4y,No,Sí,No
CLI000714,36,admin.,married,university.degree,No,No,No
CLI000715,42,admin.,married,Desconocido,No,No,No
CLI000716,39,technician,single,high.school,Desconocido,Sí,No
CLI000717,27,services,single,university.degree,No,,No
CLI000718,31,self-employed,married,university.degree,No,No,No
CLI000719,29,admin.,married,basic.9y,No,Sí,No
CLI000720,43,management,married,university.degree,Desconocido,Sí,No
CLI000721,34,admin.,single,high.school,No,No,No
CLI000722,47,technician,married,university.degree,No,Sí,No
CLI000723,42,unemployed,married,high.school,Desconocido,Sí,No
CLI000724,35,self-employed,divorced,basic.9y,No,No,Sí
CLI000725,36,admin.,married,university.degree,No,Sí,No
CLI000726,76,retired,married,professional.course,Desconocido,Sí,No
CLI000727,29,admin.,married,high.school,No,No,No
CLI000728,60,unemployed,married,high.school,No,Sí,No
CLI000729,60,technician,married,basic.4y,No,Sí,No
CLI000730,51,blue-collar,married,basic.6y,No,Sí,No
CLI000731,40,blue-collar,single,high.school,No,Sí,No
CLI000732,33,technician,single,high.school,No,Sí,No
CLI000733,54,retired,married,basic.4y,Desconocido,Sí,No
CLI000734,45,unemployed,married,basic.6y,Desconocido,No,No
CLI000735,49,admin.,divorced,university.degree,No,No,No
CLI000736,47,technician,married,,Desconocido,Sí,No
CLI000737,57,blue-collar,married,high.school,No,Sí,Sí
CLI000738,42,unemployed,married,high.school,Desconocido,No,No
CLI000739,31,admin.,married,basic.9y,Desconocido,Sí,No
CLI000740,41,technician,married,Desconocido,No,,No
CLI000741,57,technician,married,professional.course,Desconocido,No,No
CLI000742,42,blue-collar,single,basic.6y,Desconocido,No,No
CLI000743,27,blue-collar,married,basic.6y,No,Sí,No
CLI000744,34,admin.,married,basic.6y,No,Sí,No
CLI000745,33,admin.,married,high.school,No,Sí,No
CLI000746,51,entrepreneur,married,,No,No,No
CLI000747,32,admin.,single,professional.course,No,Sí,No
CLI000748,49,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI000749,63,technician,married,professional.course,No,No,No
CLI000750,44,admin.,married,university.degree,No,Sí,Sí
CLI000751,33,technician,single,professional.course,No,No,No
CLI000752,43,technician,married,basic.9y,Desconocido,Sí,No
CLI000753,37,services,divorced,high.school,No,Desconocido,Desconocido
CLI000754,34,admin.,married,high.school,Desconocido,Sí,No
CLI000755,48,unemployed,single,basic.4y,No,Sí,No
CLI000756,41,technician,married,professional.course,No,Sí,No
CLI000757,32,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI000758,45,admin.,married,high.school,No,No,No
CLI000759,37,admin.,married,high.school,Desconocido,Sí,No
CLI000760,41,services,married,high.school,No,Sí,No
CLI000761,36,services,single,high.school,No,Sí,No
CLI000763,54,blue-collar,single,basic.4y,Desconocido,Sí,No
CLI000764,32,blue-collar,single,high.school,No,Sí,No
CLI000765,29,admin.,single,university.degree,No,No,No
CLI000766,35,technician,single,professional.course,No,Sí,No
CLI000767,35,admin.,divorced,university.degree,No,Sí,No
CLI000768,31,student,single,university.degree,No,No,No
CLI000769,30,entrepreneur,single,university.degree,No,Sí,Sí
CLI000770,36,blue-collar,married,basic.9y,Desconocido,No,No
CLI000771,48,technician,married,professional.course,No,No,No
CLI000772,35,admin.,divorced,university.degree,No,Sí,No
CLI000773,36,blue-collar,married,basic.9y,No,Sí,Sí
CLI000774,48,admin.,single,high.school,No,Sí,No
CLI000775,52,technician,divorced,university.degree,No,No,No
CLI000776,29,technician,single,university.degree,No,Sí,No
CLI000777,55,technician,single,professional.course,No,No,No
CLI000778,81,retired,married,basic.6y,No,No,No
CLI000779,36,admin.,married,high.school,No,No,No
CLI000780,37,blue-collar,married,professional.course,No,No,No
CLI000781,28,management,single,Desconocido,No,Sí,No
CLI000782,24,services,single,high.school,No,No,No
CLI000783,25,student,single,professional.course,No,Sí,No
CLI000784,44,blue-collar,married,basic.4y,No,Sí,No
CLI000785,45,technician,divorced,professional.course,No,No,No
CLI000786,32,admin.,single,university.degree,No,No,No
CLI000787,26,technician,single,professional.course,No,Desconocido,Desconocido
CLI000788,35,blue-collar,married,high.school,No,Sí,No
CLI000789,28,admin.,divorced,university.degree,No,Sí,No
CLI000790,24,technician,single,university.degree,No,Sí,No
CLI000791,44,blue-collar,married,Desconocido,No,No,Sí
CLI000792,43,admin.,single,university.degree,No,No,Sí
CLI000793,54,admin.,married,university.degree,Desconocido,No,No
CLI000794,65,retired,married,university.degree,No,No,No
CLI000795,52,Desconocido,married,professional.course,Desconocido,Sí,No
CLI000796,33,self-employed,married,university.degree,No,No,No
CLI000797,34,admin.,single,university.degree,No,No,No
CLI000798,40,admin.,single,high.school,No,Sí,No
CLI000799,33,unemployed,married,basic.9y,No,No,No
